Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Preferred Sports Drink Type,Average Weekly Consumption (Bottles)
489957,Male,25,5.3,Build muscle,Protein shakes,9
284078,Male,31,6.1000000000000005,Build muscle,Electrolyte,11
457429,Male,22,6.1,Build muscle,Protein shakes,14
561243,Other,29,5.6,Build muscle,Protein shakes,7
213632,Female,32,3.9,General health,Electrolyte,8
351451,Male,28,6.3999999999999995,Build muscle,Electrolyte,12
103051,Female,21,6.5,Fat loss,Electrolyte,10
804107,Other,32,7.800000000000001,Fat loss,Electrolyte,8
476836,Female,23,7.800000000000001,Fat loss,Protein shakes,11
711523,Female,35,5.4,Build muscle,Electrolyte,11
821772,Female,35,4.4,General health,Electrolyte,12
289407,Other,27,7.3999999999999995,Build muscle,Energy drinks,8
549395,Female,27,5.2,General health,Protein shakes,7
562894,Male,19,7.0,General health,Protein shakes,12
311810,Male,18,6.2,General health,Fresh juice,8
827975,Female,23,6.8,Fat loss,Fresh juice,11
173523,Male,28,5.300000000000001,Build muscle,Electrolyte,14
860463,Female,31,6.8,Build muscle,Protein shakes,7
194476,Male,39,4.8,Endurance training,Protein shakes,10
333841,Male,30,4.8999999999999995,Build muscle,Protein shakes,9
903451,Male,26,5.3,General health,Fresh juice,7
970045,Male,28,3.9,Build muscle,Fresh juice,7
322866,Other,24,5.4,Build muscle,Fresh juice,9
186672,Female,20,8.5,Build muscle,Protein shakes,12
698135,Female,25,7.0,Build muscle,Electrolyte,15
444894,Female,28,7.1,Fat loss,Fresh juice,12
834994,Male,23,6.0,General health,Protein shakes,9
128251,Male,28,,Endurance training,Electrolyte,8
727769,Female,29,4.1,General health,Fresh juice,7
474710,Male,24,6.4,General health,Electrolyte,7
650233,Male,26,7.3,General health,Electrolyte,11
977284,Male,33,,Build muscle,Energy drinks,8
132217,Male,31,6.3,General health,Electrolyte,7
108308,Other,25,5.1,Build muscle,Electrolyte,9
368093,Female,27,5.1,Build muscle,Protein shakes,15
283062,Male,18,5.4,Endurance training,Protein shakes,8
494366,Female,37,7.0,Build muscle,Electrolyte,12
844840,Female,28,4.6000000000000005,Build muscle,Protein shakes,6
200235,Male,28,5.6,Build muscle,Protein shakes,8
174740,Female,25,4.8,Build muscle,Protein shakes,13
478496,Female,22,5.3,Flexibility,Protein shakes,6
953049,Male,34,6.4,Build muscle,Protein shakes,10
850201,Male,22,7.6000000000000005,Build muscle,Electrolyte,10
903328,Male,31,8.4,Fat loss,Protein shakes,12
277247,Male,26,5.1,Build muscle,Protein shakes,7
763165,Male,32,5.3,Flexibility,Electrolyte,8
629525,Female,23,7.3,Build muscle,Protein shakes,11
120056,Male,25,7.3,Fat loss,Electrolyte,13
276615,Male,31,4.1,Endurance training,Electrolyte,9
287628,Female,21,8.0,Flexibility,,11
738836,Female,26,3.3,Endurance training,Protein shakes,10
473632,Male,27,,General health,Electrolyte,9
234415,Male,29,6.5,Build muscle,Electrolyte,14
506716,Male,25,5.5,Build muscle,Electrolyte,9
546438,Female,29,5.6,Build muscle,Protein shakes,9
653663,Male,28,4.5,General health,Protein shakes,12
765022,Male,30,4.8,Build muscle,Electrolyte,8
641252,Other,21,5.8,Build muscle,Electrolyte,7
737717,Male,19,6.1,Build muscle,Protein shakes,10
352764,Female,20,6.0,Build muscle,Protein shakes,8
814998,Other,33,4.7,Build muscle,Protein shakes,6
566882,Male,18,4.5,Flexibility,Fresh juice,9
840427,Female,20,9.6,Fat loss,Electrolyte,16
612153,Male,30,5.0,Endurance training,Fresh juice,7
167215,Female,20,4.8,General health,Protein shakes,8
955474,Female,30,7.5,Build muscle,Fresh juice,17
244356,Female,28,7.9,Build muscle,Protein shakes,10
303861,Male,27,5.1,Build muscle,Protein shakes,11
455612,Female,25,4.8,Build muscle,Protein shakes,5
554605,Female,20,5.2,Endurance training,Protein shakes,7
109435,Male,29,6.2,Build muscle,Protein shakes,7
547556,Female,19,6.8,Build muscle,Protein shakes,11
799438,Male,27,6.199999999999999,Fat loss,Fresh juice,8
965264,Male,27,3.8,Flexibility,Fresh juice,8
675581,Male,26,4.7,General health,Protein shakes,12
178781,Male,27,5.0,General health,Electrolyte,12
291475,Male,39,5.4,General health,Fresh juice,6
260196,Female,34,7.1,Build muscle,Protein shakes,12
326507,Male,30,5.1,General health,Fresh juice,11
406063,Female,24,7.7,Build muscle,Protein shakes,9
864121,Male,27,5.3,Endurance training,Protein shakes,8
876665,Female,24,6.6,Endurance training,Fresh juice,13
790607,Other,29,5.7,Build muscle,Electrolyte,11
221172,Male,21,6.3,General health,Electrolyte,10
456902,Female,22,6.1,Flexibility,Electrolyte,7
584963,Male,37,6.0,Build muscle,Protein shakes,11
555968,Female,34,3.3,General health,Electrolyte,8
418717,Male,23,6.2,Build muscle,,13
159101,Female,18,,Fat loss,Electrolyte,8
595972,Male,30,5.0,Fat loss,Protein shakes,9
388790,Female,22,9.3,Fat loss,Protein shakes,11
990617,Female,31,6.3,Flexibility,Electrolyte,12
647337,Male,36,4.8,General health,Fresh juice,13
834965,Male,19,6.3,General health,Fresh juice,11
460260,Male,22,7.6,Build muscle,Protein shakes,19
983811,Male,22,8.3,Flexibility,Fresh juice,10
692673,Female,18,6.9,Build muscle,Protein shakes,13
750419,Male,27,,General health,Electrolyte,10
533374,Male,29,6.0,Build muscle,Protein shakes,11
820777,Male,30,6.0,Build muscle,Protein shakes,16
647577,Female,28,5.9,Endurance training,Protein shakes,12
472370,Male,36,6.0,Build muscle,Protein shakes,9
987225,Male,26,5.3,Build muscle,Protein shakes,12
371967,Male,26,5.5,Build muscle,Protein shakes,10
291232,Male,28,5.6,Build muscle,Protein shakes,8
404119,Female,30,6.2,Build muscle,Electrolyte,9
109540,Male,28,4.6,Build muscle,Protein shakes,11
640652,Male,30,,Fat loss,Electrolyte,14
497827,Female,27,4.6000000000000005,Build muscle,Protein shakes,7
651951,Female,20,7.4,Endurance training,Energy drinks,14
151991,Male,29,5.2,Build muscle,Protein shakes,10
288751,Female,37,5.6,Flexibility,Fresh juice,12
466326,Female,31,5.7,General health,Fresh juice,8
786337,Male,25,7.1,Build muscle,Fresh juice,9
718992,Female,29,6.4,General health,Fresh juice,12
149115,Female,37,,General health,Electrolyte,9
453151,Male,37,7.2,Flexibility,Fresh juice,12
843583,Male,31,5.5,Fat loss,Electrolyte,8
291962,Male,31,6.2,Build muscle,,8
821747,Female,30,5.5,Endurance training,,11
249143,Other,31,4.9,Endurance training,Protein shakes,11
814635,Female,34,5.7,Endurance training,Electrolyte,12
636226,Male,32,6.3,Build muscle,Protein shakes,10
453824,Female,22,6.5,General health,Fresh juice,9
104000,Female,30,6.7,Flexibility,,9
825948,Male,22,8.8,Build muscle,Protein shakes,14
987474,Male,32,6.2,Build muscle,Fresh juice,10
455754,Female,35,7.3,Build muscle,Protein shakes,10
351492,Male,25,4.0,General health,Protein shakes,6
990123,Female,25,5.1,Endurance training,Protein shakes,7
599522,Male,22,5.2,Endurance training,Protein shakes,7
591072,Male,28,7.5,Fat loss,Electrolyte,12
138304,Male,24,6.5,Fat loss,Electrolyte,10
604999,Male,25,5.800000000000001,Build muscle,Protein shakes,10
431593,Female,23,7.5,Fat loss,,10
707274,Male,25,5.4,General health,Electrolyte,12
251836,Female,24,,Flexibility,Protein shakes,12
208940,Male,26,4.0,Flexibility,,7
924926,Female,32,3.6,Flexibility,Fresh juice,6
365517,Male,33,7.4,Fat loss,Electrolyte,10
767521,Female,32,6.9,Fat loss,Fresh juice,13
721820,Female,34,4.1,General health,Electrolyte,12
979090,Male,33,5.7,Flexibility,Fresh juice,13
485777,Male,27,3.9,Build muscle,Protein shakes,6
724674,Female,32,5.9,Build muscle,Protein shakes,10
651638,Other,27,7.800000000000001,Build muscle,Protein shakes,12
717296,Male,28,5.8,Endurance training,Energy drinks,12
980729,Female,28,4.8,Build muscle,,10
649639,Female,26,6.8,Build muscle,Electrolyte,10
712956,Female,22,8.399999999999999,Build muscle,Protein shakes,15
738873,Other,30,6.0,Build muscle,Energy drinks,12
437497,Female,26,6.9,General health,,10
307869,Male,19,6.2,Build muscle,Protein shakes,11
165953,Male,31,4.2,Endurance training,Protein shakes,12
943890,Male,33,5.4,Endurance training,Electrolyte,10
600328,Female,32,6.6,General health,Fresh juice,10
906790,Female,36,7.6,Build muscle,Protein shakes,10
103267,Male,28,7.0,Flexibility,Fresh juice,9
182745,Female,31,8.2,Fat loss,Protein shakes,7
976020,Female,22,,Flexibility,Fresh juice,10
924945,Female,32,5.7,Flexibility,Fresh juice,8
257164,Male,25,5.4,Build muscle,Protein shakes,8
635626,Male,22,7.2,Build muscle,Protein shakes,10
231484,Male,35,5.9,Build muscle,Protein shakes,13
631831,Male,33,6.9,Fat loss,Protein shakes,9
992323,Male,27,7.8,Build muscle,Protein shakes,10
160692,Male,34,,Build muscle,,7
320156,Male,26,8.7,Fat loss,Protein shakes,12
323992,Male,26,5.7,Build muscle,Protein shakes,12
616771,Male,31,6.3,Build muscle,Protein shakes,14
930857,Female,27,6.9,Fat loss,Electrolyte,14
663044,Male,27,4.1,Build muscle,Protein shakes,13
643176,Female,24,8.100000000000001,Build muscle,Protein shakes,12
791095,Other,24,7.9,Fat loss,Electrolyte,20
933727,Male,20,6.8999999999999995,Fat loss,Electrolyte,9
214352,Male,28,6.2,General health,Fresh juice,11
969474,Male,22,6.4,Fat loss,Fresh juice,13
185999,Female,21,9.3,Fat loss,Electrolyte,11
117955,Female,23,8.3,Fat loss,Fresh juice,13
924273,Male,31,6.4,General health,Electrolyte,13
170640,Female,30,4.8,General health,Fresh juice,13
296582,Male,31,5.8,General health,Electrolyte,11
844086,Male,24,6.1,Endurance training,Electrolyte,14
500573,Female,28,5.1,Build muscle,Protein shakes,5
525695,Male,38,5.6,Build muscle,Protein shakes,10
161476,Female,27,4.9,Build muscle,Protein shakes,10
406955,Male,27,3.7,Flexibility,Fresh juice,10
267280,Other,31,5.8,Endurance training,Fresh juice,9
775510,Male,32,6.1,General health,Protein shakes,18
695468,Male,33,5.6,Build muscle,Protein shakes,7
798646,Female,26,5.4,General health,,9
737144,Male,22,6.8,Build muscle,Electrolyte,9
954882,Other,34,5.8999999999999995,Build muscle,Protein shakes,9
514568,Female,30,6.1000000000000005,Build muscle,Electrolyte,13
286141,Female,26,6.0,Fat loss,Energy drinks,8
998320,Female,22,8.8,Fat loss,Protein shakes,9
734736,Other,23,5.6,General health,Electrolyte,8
638685,Female,27,6.7,Build muscle,,10
278031,Female,25,6.5,Fat loss,Electrolyte,10
219180,Female,29,6.2,Fat loss,Protein shakes,11
166234,Male,23,5.2,Build muscle,Protein shakes,11
664242,Male,21,8.3,General health,Protein shakes,13
278352,Female,33,4.1,General health,Electrolyte,7
179459,Male,29,4.0,General health,Fresh juice,13
509995,Male,25,6.6,General health,Electrolyte,12
295004,Male,18,8.6,General health,,12
566152,Male,37,4.7,Build muscle,Protein shakes,6
825256,Female,25,6.1,General health,Protein shakes,10
159163,Female,19,7.300000000000001,Build muscle,Energy drinks,10
575853,Male,26,6.0,Build muscle,Protein shakes,8
151934,Male,27,7.6,Build muscle,Electrolyte,8
820255,Female,30,3.8,General health,Electrolyte,5
525523,Male,30,4.3,General health,Fresh juice,9
940530,Female,29,4.7,Build muscle,Electrolyte,16
554137,Male,25,5.2,General health,Energy drinks,11
105486,Male,23,6.1,Flexibility,Fresh juice,6
239407,Other,26,7.1000000000000005,Build muscle,Protein shakes,14
973332,Male,33,4.8,Build muscle,Protein shakes,8
750308,Female,31,6.6,General health,Fresh juice,8
727083,Female,26,7.1,Build muscle,Protein shakes,16
320184,Male,25,6.3,Endurance training,Fresh juice,7
766490,Female,22,5.699999999999999,Build muscle,Protein shakes,12
449652,Other,31,5.5,Fat loss,Protein shakes,7
861315,Male,28,4.2,General health,Protein shakes,8
742612,Female,20,4.0,Endurance training,Protein shakes,8
422710,Female,26,3.8,General health,Fresh juice,12
297775,Female,26,3.6,General health,Electrolyte,5
389336,Female,27,7.5,General health,Protein shakes,13
887494,Male,31,5.6,Endurance training,Fresh juice,9
708364,Female,27,4.4,Build muscle,Protein shakes,10
189780,Female,26,8.4,Fat loss,Electrolyte,11
252617,Female,29,5.1000000000000005,Build muscle,Protein shakes,9
645977,Female,18,6.8,General health,Fresh juice,11
897606,Female,33,6.3,Build muscle,Protein shakes,15
450605,Male,31,6.6,Fat loss,Energy drinks,12
989465,Female,21,6.5,Build muscle,Electrolyte,7
633636,Female,26,6.2,General health,Fresh juice,12
138102,Female,26,5.1,General health,Energy drinks,9
174460,Female,33,4.6,Build muscle,Energy drinks,13
464778,Male,33,7.4,General health,Protein shakes,10
189930,Male,26,5.1,Build muscle,,11
631089,Male,27,6.1,Fat loss,Protein shakes,8
727438,Male,26,5.1,General health,Electrolyte,11
827627,Female,19,5.699999999999999,Build muscle,Protein shakes,11
279208,Female,32,5.3,Flexibility,Fresh juice,7
254697,Female,32,5.5,Build muscle,Protein shakes,9
313945,Male,28,4.8,Build muscle,Energy drinks,8
331915,Female,25,4.5,Flexibility,Fresh juice,11
827952,Male,18,6.8,Build muscle,Protein shakes,11
308124,Male,36,,Flexibility,Fresh juice,6
537477,Female,24,7.5,Flexibility,Fresh juice,9
625830,Female,27,,Build muscle,Protein shakes,7
383821,Male,37,5.1,Fat loss,Protein shakes,10
277804,Male,25,4.5,Build muscle,Protein shakes,9
805703,Male,18,6.300000000000001,Fat loss,Electrolyte,11
139081,Male,31,,Build muscle,Protein shakes,10
818216,Female,20,6.1000000000000005,Build muscle,Fresh juice,11
455249,Male,28,5.8999999999999995,Build muscle,Protein shakes,8
319930,Male,25,6.2,Fat loss,Energy drinks,10
905497,Male,29,,Flexibility,Fresh juice,13
617313,Male,26,6.1,General health,Fresh juice,11
314532,Male,27,,General health,Energy drinks,9
712380,Male,26,7.0,Fat loss,Fresh juice,10
619332,Male,27,6.4,General health,Protein shakes,7
416837,Male,33,6.2,Build muscle,Electrolyte,11
389106,Female,34,6.2,General health,Fresh juice,15
128295,Male,36,4.3,Flexibility,Fresh juice,8
113807,Other,18,5.7,Build muscle,Protein shakes,8
535564,Male,44,3.8,Endurance training,Electrolyte,10
257504,Female,28,6.6,General health,Electrolyte,11
338067,Female,32,5.8,Flexibility,Fresh juice,10
585008,Female,22,6.5,General health,Electrolyte,11
792440,Female,28,4.3,Build muscle,Protein shakes,4
494540,Male,38,5.2,Build muscle,Protein shakes,9
977699,Male,30,7.0,Build muscle,Protein shakes,10
617923,Male,21,5.7,General health,Electrolyte,14
266981,Female,26,5.1,Build muscle,Protein shakes,13
844699,Male,35,3.9,General health,Fresh juice,9
119870,Male,28,7.5,Build muscle,Protein shakes,15
303196,Female,29,5.6,Build muscle,Protein shakes,11
348683,Female,31,7.699999999999999,Fat loss,Protein shakes,8
334677,Female,28,5.7,General health,Electrolyte,8
126790,Female,18,7.1000000000000005,Build muscle,Energy drinks,10
743162,Other,36,4.800000000000001,Fat loss,Fresh juice,9
911721,Male,23,7.2,Fat loss,Fresh juice,14
548345,Male,28,7.3,Build muscle,Protein shakes,10
849074,Male,25,5.0,Build muscle,Protein shakes,8
587462,Male,34,4.6,General health,Electrolyte,8
639773,Female,22,7.7,Fat loss,Protein shakes,9
930914,Male,30,,Build muscle,Protein shakes,8
186188,Female,32,5.7,General health,Fresh juice,10
629036,Male,25,6.7,Flexibility,Fresh juice,14
842129,Female,25,5.9,Endurance training,Fresh juice,11
764795,Female,35,5.6,Fat loss,Fresh juice,7
890141,Male,28,4.0,General health,Fresh juice,7
748249,Male,26,7.4,Flexibility,Electrolyte,9
130355,Male,27,4.9,General health,Fresh juice,8
811131,Male,38,6.8,Fat loss,Protein shakes,8
551015,Male,26,6.8,Fat loss,Electrolyte,10
506332,Male,20,7.2,General health,Electrolyte,12
256542,Male,21,7.8,Build muscle,Protein shakes,14
273416,Female,29,7.0,Fat loss,Electrolyte,8
405062,Female,25,4.0,General health,Protein shakes,9
938656,Female,32,4.9,Endurance training,Protein shakes,8
663586,Male,19,5.9,Fat loss,Fresh juice,10
601708,Female,30,4.4,Endurance training,Fresh juice,9
966651,Male,21,5.6000000000000005,Build muscle,Protein shakes,11
161629,Male,32,5.8,Fat loss,Electrolyte,12
428184,Female,24,5.5,General health,Electrolyte,10
592734,Male,25,4.5,Build muscle,Protein shakes,9
855195,Female,23,6.4,Build muscle,Electrolyte,7
390160,Female,22,6.1,Flexibility,Fresh juice,5
648248,Male,30,,Build muscle,Protein shakes,10
920023,Male,18,6.9,Build muscle,Electrolyte,10
313920,Male,28,4.3,Flexibility,Fresh juice,5
989765,Female,37,5.9,General health,Energy drinks,10
342804,Male,27,4.9,Endurance training,Protein shakes,12
476965,Male,29,6.4,General health,Electrolyte,10
560857,Male,30,6.0,Build muscle,Fresh juice,12
922827,Female,20,6.8,General health,Electrolyte,12
604492,Male,20,8.2,Fat loss,Electrolyte,13
753983,Male,26,5.9,General health,Electrolyte,11
515916,Female,32,7.1,Fat loss,Protein shakes,11
921052,Female,31,6.1,Endurance training,Electrolyte,10
858574,Male,34,8.2,Fat loss,Electrolyte,11
228148,Male,31,7.8,Fat loss,Electrolyte,16
906991,Male,27,6.0,General health,Fresh juice,7
586261,Female,35,5.4,Endurance training,Electrolyte,12
455540,Male,28,5.6,Endurance training,Electrolyte,6
292714,Male,25,7.699999999999999,Fat loss,Protein shakes,10
831899,Female,35,5.4,Fat loss,Electrolyte,11
383876,Female,31,6.9,General health,Energy drinks,9
359747,Male,27,5.0,General health,Electrolyte,10
715650,Female,28,6.1,Endurance training,Electrolyte,15
523570,Female,29,3.6,Flexibility,,8
375987,Male,18,5.9,General health,Electrolyte,9
738353,Male,22,8.6,Fat loss,Electrolyte,11
958158,Other,28,3.6,Endurance training,Protein shakes,10
117640,Male,24,5.7,Flexibility,Fresh juice,9
152528,Male,32,,Endurance training,Protein shakes,6
924845,Male,30,3.9,General health,Fresh juice,7
359214,Female,31,5.1,Endurance training,Fresh juice,6
939070,Male,25,6.6,Fat loss,Fresh juice,17
601108,Male,27,4.7,Build muscle,Protein shakes,8
734421,Male,31,6.199999999999999,Fat loss,Protein shakes,12
468501,Male,29,6.0,Flexibility,Fresh juice,13
824226,Female,30,4.4,Endurance training,Electrolyte,10
250159,Female,31,5.8,Fat loss,Protein shakes,13
272502,Male,29,5.4,Flexibility,Fresh juice,8
255576,Male,31,8.7,Fat loss,Protein shakes,8
965291,Female,24,,Fat loss,Energy drinks,9
986089,Male,22,5.9,General health,Protein shakes,9
111023,Male,30,3.8,General health,,7
645735,Other,22,7.8,Build muscle,Protein shakes,11
488043,Female,28,5.5,Fat loss,Protein shakes,10
386103,Male,22,6.6,Fat loss,Electrolyte,12
166203,Male,33,6.6,Build muscle,Protein shakes,12
260775,Male,36,5.5,Fat loss,Fresh juice,6
109337,Male,24,9.0,Fat loss,Fresh juice,13
670715,Male,26,5.5,Build muscle,,10
614723,Male,23,8.3,Fat loss,Fresh juice,11
423673,Male,24,6.0,Build muscle,Protein shakes,11
464167,Female,24,8.2,Fat loss,Electrolyte,15
446809,Female,29,5.9,General health,Fresh juice,11
730075,Male,29,5.1,General health,Protein shakes,6
787281,Male,24,6.2,Build muscle,Electrolyte,8
395451,Female,28,6.3,Build muscle,Protein shakes,14
520571,Male,25,6.1000000000000005,Build muscle,Protein shakes,11
227016,Male,24,8.0,Fat loss,Electrolyte,14
891267,Other,30,6.8,Build muscle,Protein shakes,8
644447,Male,25,4.9,Fat loss,Protein shakes,9
597562,Female,32,4.8,Build muscle,Protein shakes,13
802965,Other,20,5.3,General health,Fresh juice,9
483934,Male,33,6.9,Build muscle,Protein shakes,8
992048,Male,26,4.9,Build muscle,Electrolyte,11
965184,Male,21,6.8,General health,Protein shakes,7
417428,Female,30,,Build muscle,Protein shakes,7
419187,Female,24,6.5,Build muscle,Protein shakes,11
790907,Female,36,6.9,Fat loss,Electrolyte,11
983439,Male,35,5.2,Fat loss,,11
182844,Female,23,6.5,General health,Fresh juice,11
651820,Female,24,7.5,Build muscle,Protein shakes,11
265421,Female,26,5.7,Fat loss,Energy drinks,12
222402,Female,23,7.199999999999999,Build muscle,Protein shakes,11
218012,Female,33,4.7,Build muscle,Protein shakes,9
538661,Female,31,5.1,General health,Fresh juice,13
498929,Female,24,8.2,General health,,14
680466,Male,26,7.5,Build muscle,Fresh juice,9
673695,Male,37,5.4,Fat loss,Protein shakes,11
563556,Female,21,,Build muscle,Electrolyte,12
675278,Male,20,8.0,General health,Electrolyte,13
229473,Female,38,5.2,Build muscle,Protein shakes,7
578007,Other,31,,Build muscle,Fresh juice,9
944573,Female,28,6.5,Fat loss,Electrolyte,12
517009,Male,25,6.300000000000001,Fat loss,Electrolyte,13
418714,Male,22,9.8,Fat loss,Fresh juice,13
326156,Male,28,6.0,Build muscle,Fresh juice,10
268964,Female,34,6.9,Build muscle,Protein shakes,11
625303,Female,30,5.4,Fat loss,Electrolyte,8
161813,Female,18,7.8,Build muscle,Protein shakes,11
127712,Male,32,4.2,General health,Protein shakes,8
724785,Female,18,9.4,Build muscle,Energy drinks,11
867214,Female,19,6.8,Fat loss,Electrolyte,8
212816,Male,32,7.5,Endurance training,Electrolyte,9
228778,Female,29,6.2,Build muscle,Electrolyte,8
686580,Male,32,6.0,Endurance training,Electrolyte,11
385977,Male,28,4.1,General health,Electrolyte,9
235230,Female,26,,Build muscle,Electrolyte,9
818040,Male,23,6.6,Flexibility,Fresh juice,10
906741,Female,20,7.1000000000000005,Fat loss,Electrolyte,9
369114,Female,27,7.6000000000000005,Build muscle,Fresh juice,12
434618,Female,20,6.4,Fat loss,Electrolyte,11
932972,Male,35,5.8,Build muscle,Protein shakes,10
251456,Male,32,3.0,General health,Electrolyte,6
904449,Female,18,5.0,General health,Electrolyte,9
962312,Male,21,5.9,General health,Fresh juice,11
205570,Male,25,5.9,Flexibility,Fresh juice,9
370846,Male,28,6.9,General health,Fresh juice,10
100404,Female,20,5.5,Endurance training,Energy drinks,8
803286,Male,31,5.0,Build muscle,Protein shakes,10
374907,Female,23,6.2,Fat loss,Protein shakes,9
773744,Female,18,,Build muscle,Energy drinks,9
815460,Male,24,6.9,General health,Fresh juice,10
984574,Male,29,8.100000000000001,Fat loss,Fresh juice,12
765220,Other,33,6.5,Build muscle,Protein shakes,9
335365,Female,23,7.699999999999999,Build muscle,Electrolyte,9
442786,Female,31,6.8,Build muscle,Protein shakes,11
150612,Female,30,5.9,Fat loss,Protein shakes,11
910006,Male,22,7.6000000000000005,Fat loss,Energy drinks,9
909956,Male,37,5.0,Endurance training,Protein shakes,7
300244,Male,24,,Fat loss,Fresh juice,7
897348,Male,26,5.8,Endurance training,Electrolyte,8
104809,Male,27,5.7,Build muscle,Electrolyte,10
263273,Male,23,8.7,Build muscle,Electrolyte,14
808690,Male,24,7.2,Fat loss,Protein shakes,9
244528,Female,21,8.5,Fat loss,Protein shakes,10
606964,Female,27,5.5,Build muscle,Protein shakes,10
549613,Male,19,7.4,Build muscle,Protein shakes,13
138765,Female,42,5.9,Build muscle,Electrolyte,8
931538,Male,24,,Fat loss,Electrolyte,12
416076,Female,25,5.7,Build muscle,Protein shakes,13
943523,Male,23,7.6,Endurance training,Protein shakes,9
646237,Other,24,7.9,General health,Fresh juice,9
301152,Female,32,5.8,Build muscle,Protein shakes,10
399888,Male,26,5.0,Flexibility,Fresh juice,9
800903,Male,29,,Fat loss,Electrolyte,12
994751,Male,38,,Endurance training,Protein shakes,13
192193,Male,19,6.1,Endurance training,Protein shakes,9
136187,Male,27,6.3,Endurance training,Energy drinks,11
605950,Female,23,9.3,Fat loss,Fresh juice,13
238311,Male,28,8.4,Fat loss,Electrolyte,12
900921,Female,30,5.7,Build muscle,Electrolyte,11
608153,Female,24,8.0,Build muscle,Protein shakes,16
289089,Male,22,6.4,Build muscle,Protein shakes,9
686165,Female,32,,Build muscle,Protein shakes,7
536341,Male,20,5.7,Build muscle,,13
412066,Female,29,4.5,Build muscle,Protein shakes,10
718362,Male,22,7.3,General health,Electrolyte,13
787409,Other,26,6.3,General health,Electrolyte,10
661419,Female,22,5.4,Flexibility,Electrolyte,10
740053,Male,34,4.7,Fat loss,Electrolyte,6
960395,Male,27,6.0,General health,Fresh juice,9
731172,Female,32,4.7,General health,Protein shakes,8
225917,Female,28,6.699999999999999,Fat loss,Electrolyte,10
910717,Male,32,5.7,Build muscle,Electrolyte,11
399770,Male,30,4.5,Flexibility,Protein shakes,10
798168,Female,32,6.5,Fat loss,Protein shakes,8
581680,Male,21,7.699999999999999,Fat loss,Electrolyte,12
381342,Female,18,7.2,Build muscle,Protein shakes,9
639542,Male,24,6.3999999999999995,Build muscle,,12
144238,Male,23,8.0,General health,Electrolyte,9
101252,Female,22,6.2,Endurance training,Electrolyte,11
926196,Male,32,5.9,Build muscle,Electrolyte,14
964141,Male,23,5.5,Build muscle,Protein shakes,7
585450,Male,25,5.4,Fat loss,Protein shakes,9
415826,Male,27,7.4,Fat loss,Fresh juice,13
421638,Female,31,6.6,Build muscle,Electrolyte,7
705605,Male,27,,General health,Electrolyte,9
427359,Female,19,7.1000000000000005,Build muscle,Protein shakes,10
702875,Female,21,6.3,Build muscle,Protein shakes,17
106949,Female,24,6.2,Endurance training,Electrolyte,8
863185,Male,18,6.2,Build muscle,Protein shakes,9
417537,Male,22,6.3,General health,Protein shakes,12
828913,Female,29,4.5,General health,Electrolyte,10
762301,Female,23,7.1,General health,Fresh juice,15
650222,Female,31,,Build muscle,Protein shakes,10
880722,Male,27,5.3,Build muscle,Protein shakes,7
555102,Male,28,6.7,Build muscle,Protein shakes,8
437889,Female,22,8.4,Fat loss,Protein shakes,8
576467,Female,35,5.4,General health,Electrolyte,8
456600,Female,31,4.3,General health,Fresh juice,7
415557,Female,25,6.4,General health,Electrolyte,7
983671,Female,28,5.5,Flexibility,Fresh juice,6
404462,Male,32,4.8,General health,Fresh juice,12
350875,Male,24,7.0,Build muscle,Protein shakes,14
563389,Male,20,8.8,Build muscle,Protein shakes,13
170390,Male,29,3.7,Endurance training,Protein shakes,10
807689,Female,32,5.5,Build muscle,Electrolyte,5
353490,Male,28,7.4,Build muscle,Protein shakes,12
