Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake
170313,Male,30,7.2,Build muscle,5,2878.0
489957,Male,25,5.3,Build muscle,1,2577.0
284078,Male,31,6.1000000000000005,Build muscle,1,2529.0
457429,Male,22,6.1,Build muscle,1,2784.0
561243,Other,29,5.6,Build muscle,3,2635.0
213632,Female,32,3.9,General health,1,1939.0
351451,Male,28,6.3999999999999995,Build muscle,2,2540.0
103051,Female,21,6.5,Fat loss,0,1985.0
804107,Other,32,7.800000000000001,Fat loss,4,1781.0
476836,Female,23,7.800000000000001,Fat loss,1,1549.0
711523,Female,35,5.4,Build muscle,2,2757.0
821772,Female,35,4.4,General health,1,2159.0
289407,Other,27,7.3999999999999995,Build muscle,4,2939.0
549395,Female,27,5.2,General health,1,
562894,Male,19,7.0,General health,4,1933.0
311810,Male,18,6.2,General health,4,2439.0
827975,Female,23,6.8,Fat loss,3,1603.0
173523,Male,28,5.300000000000001,Build muscle,0,2753.0
860463,Female,31,6.8,Build muscle,5,2594.0
194476,Male,39,4.8,Endurance training,2,2336.0
333841,Male,30,4.8999999999999995,Build muscle,1,2716.0
903451,Male,26,5.3,General health,4,2372.0
970045,Male,28,3.9,Build muscle,0,2979.0
322866,Other,24,5.4,Build muscle,1,2767.0
186672,Female,20,8.5,Build muscle,5,2740.0
698135,Female,25,7.0,Build muscle,3,
444894,Female,28,7.1,Fat loss,4,1646.0
834994,Male,23,6.0,General health,4,2400.0
128251,Male,28,,Endurance training,4,2094.0
727769,Female,29,4.1,General health,2,2092.0
474710,Male,24,6.4,General health,1,1824.0
650233,Male,26,7.3,General health,5,2071.0
977284,Male,33,,Build muscle,1,2665.0
132217,Male,31,6.3,General health,4,1886.0
108308,Other,25,5.1,Build muscle,1,2641.0
368093,Female,27,5.1,Build muscle,3,2633.0
283062,Male,18,5.4,Endurance training,1,2472.0
494366,Female,37,7.0,Build muscle,4,2778.0
844840,Female,28,4.6000000000000005,Build muscle,1,2625.0
200235,Male,28,5.6,Build muscle,3,2815.0
174740,Female,25,4.8,Build muscle,1,2990.0
478496,Female,22,5.3,Flexibility,2,1640.0
953049,Male,34,6.4,Build muscle,3,2855.0
850201,Male,22,7.6000000000000005,Build muscle,4,2602.0
903328,Male,31,8.4,Fat loss,4,1725.0
277247,Male,26,5.1,Build muscle,1,2889.0
763165,Male,32,5.3,Flexibility,1,2074.0
629525,Female,23,7.3,Build muscle,3,2793.0
120056,Male,25,7.3,Fat loss,4,1883.0
276615,Male,31,4.1,Endurance training,2,2305.0
287628,Female,21,8.0,Flexibility,4,1753.0
738836,Female,26,3.3,Endurance training,0,2179.0
473632,Male,27,,General health,1,1839.0
234415,Male,29,6.5,Build muscle,4,2763.0
506716,Male,25,5.5,Build muscle,0,2688.0
546438,Female,29,5.6,Build muscle,2,2507.0
653663,Male,28,4.5,General health,3,2415.0
765022,Male,30,4.8,Build muscle,1,2724.0
641252,Other,21,5.8,Build muscle,2,2533.0
737717,Male,19,6.1,Build muscle,1,2735.0
352764,Female,20,6.0,Build muscle,0,2962.0
814998,Other,33,4.7,Build muscle,1,2727.0
566882,Male,18,4.5,Flexibility,0,2199.0
840427,Female,20,9.6,Fat loss,4,1812.0
612153,Male,30,5.0,Endurance training,1,2482.0
167215,Female,20,4.8,General health,1,2229.0
955474,Female,30,7.5,Build muscle,4,2521.0
244356,Female,28,7.9,Build muscle,6,2842.0
303861,Male,27,5.1,Build muscle,2,2539.0
455612,Female,25,4.8,Build muscle,0,2672.0
554605,Female,20,5.2,Endurance training,1,2438.0
109435,Male,29,6.2,Build muscle,3,2678.0
547556,Female,19,6.8,Build muscle,1,2585.0
799438,Male,27,6.199999999999999,Fat loss,3,1632.0
965264,Male,27,3.8,Flexibility,1,1850.0
675581,Male,26,4.7,General health,1,2324.0
178781,Male,27,5.0,General health,1,2339.0
291475,Male,39,5.4,General health,1,2305.0
260196,Female,34,7.1,Build muscle,5,2583.0
326507,Male,30,5.1,General health,4,2263.0
406063,Female,24,7.7,Build muscle,4,2817.0
864121,Male,27,5.3,Endurance training,1,2348.0
876665,Female,24,6.6,Endurance training,3,2342.0
790607,Other,29,5.7,Build muscle,1,2779.0
221172,Male,21,6.3,General health,4,2062.0
456902,Female,22,6.1,Flexibility,4,1665.0
584963,Male,37,6.0,Build muscle,1,2792.0
555968,Female,34,3.3,General health,0,2308.0
418717,Male,23,6.2,Build muscle,1,2567.0
159101,Female,18,,Fat loss,1,1725.0
595972,Male,30,5.0,Fat loss,1,1669.0
388790,Female,22,9.3,Fat loss,3,1585.0
990617,Female,31,6.3,Flexibility,4,2144.0
647337,Male,36,4.8,General health,3,2247.0
834965,Male,19,6.3,General health,1,2489.0
460260,Male,22,7.6,Build muscle,4,2989.0
983811,Male,22,8.3,Flexibility,5,2001.0
692673,Female,18,6.9,Build muscle,1,2751.0
750419,Male,27,,General health,4,2326.0
533374,Male,29,6.0,Build muscle,4,2722.0
820777,Male,30,6.0,Build muscle,2,2878.0
647577,Female,28,5.9,Endurance training,4,2200.0
472370,Male,36,6.0,Build muscle,1,2606.0
987225,Male,26,5.3,Build muscle,1,2749.0
371967,Male,26,5.5,Build muscle,0,2936.0
291232,Male,28,5.6,Build muscle,3,2908.0
404119,Female,30,6.2,Build muscle,4,2588.0
109540,Male,28,4.6,Build muscle,1,2624.0
640652,Male,30,,Fat loss,4,
497827,Female,27,4.6000000000000005,Build muscle,1,2968.0
651951,Female,20,7.4,Endurance training,4,2136.0
151991,Male,29,5.2,Build muscle,2,2746.0
288751,Female,37,5.6,Flexibility,3,1995.0
466326,Female,31,5.7,General health,4,2477.0
786337,Male,25,7.1,Build muscle,4,2649.0
718992,Female,29,6.4,General health,4,2142.0
149115,Female,37,,General health,1,2379.0
453151,Male,37,7.2,Flexibility,5,1820.0
843583,Male,31,5.5,Fat loss,0,1809.0
291962,Male,31,6.2,Build muscle,4,2913.0
821747,Female,30,5.5,Endurance training,2,2348.0
249143,Other,31,4.9,Endurance training,2,2019.0
814635,Female,34,5.7,Endurance training,3,2288.0
636226,Male,32,6.3,Build muscle,3,2988.0
453824,Female,22,6.5,General health,3,2291.0
104000,Female,30,6.7,Flexibility,4,2111.0
825948,Male,22,8.8,Build muscle,5,2751.0
987474,Male,32,6.2,Build muscle,4,2969.0
455754,Female,35,7.3,Build muscle,4,2576.0
351492,Male,25,4.0,General health,0,
990123,Female,25,5.1,Endurance training,1,2391.0
599522,Male,22,5.2,Endurance training,1,2411.0
591072,Male,28,7.5,Fat loss,4,1672.0
138304,Male,24,6.5,Fat loss,1,1862.0
604999,Male,25,5.800000000000001,Build muscle,4,2700.0
431593,Female,23,7.5,Fat loss,1,1716.0
707274,Male,25,5.4,General health,1,2175.0
251836,Female,24,,Flexibility,1,2085.0
208940,Male,26,4.0,Flexibility,1,1510.0
924926,Female,32,3.6,Flexibility,1,1511.0
365517,Male,33,7.4,Fat loss,3,1879.0
767521,Female,32,6.9,Fat loss,4,1978.0
721820,Female,34,4.1,General health,2,2389.0
979090,Male,33,5.7,Flexibility,2,1934.0
485777,Male,27,3.9,Build muscle,0,2671.0
724674,Female,32,5.9,Build muscle,3,2595.0
651638,Other,27,7.800000000000001,Build muscle,5,2805.0
717296,Male,28,5.8,Endurance training,4,2372.0
980729,Female,28,4.8,Build muscle,1,2772.0
649639,Female,26,6.8,Build muscle,4,2918.0
712956,Female,22,8.399999999999999,Build muscle,5,2884.0
738873,Other,30,6.0,Build muscle,1,2912.0
437497,Female,26,6.9,General health,4,2490.0
307869,Male,19,6.2,Build muscle,3,2563.0
165953,Male,31,4.2,Endurance training,1,2131.0
943890,Male,33,5.4,Endurance training,3,2342.0
600328,Female,32,6.6,General health,5,2118.0
906790,Female,36,7.6,Build muscle,6,2831.0
103267,Male,28,7.0,Flexibility,5,2120.0
182745,Female,31,8.2,Fat loss,4,1772.0
976020,Female,22,,Flexibility,1,1667.0
924945,Female,32,5.7,Flexibility,3,1896.0
257164,Male,25,5.4,Build muscle,1,2679.0
635626,Male,22,7.2,Build muscle,3,2557.0
231484,Male,35,5.9,Build muscle,4,2979.0
631831,Male,33,6.9,Fat loss,4,1920.0
992323,Male,27,7.8,Build muscle,5,2997.0
160692,Male,34,,Build muscle,3,2578.0
320156,Male,26,8.7,Fat loss,4,1959.0
323992,Male,26,5.7,Build muscle,2,2560.0
616771,Male,31,6.3,Build muscle,1,2868.0
930857,Female,27,6.9,Fat loss,2,1620.0
663044,Male,27,4.1,Build muscle,0,2706.0
643176,Female,24,8.100000000000001,Build muscle,4,2533.0
791095,Other,24,7.9,Fat loss,1,1569.0
933727,Male,20,6.8999999999999995,Fat loss,2,1516.0
214352,Male,28,6.2,General health,4,2295.0
969474,Male,22,6.4,Fat loss,1,1996.0
185999,Female,21,9.3,Fat loss,4,1519.0
117955,Female,23,8.3,Fat loss,4,1956.0
924273,Male,31,6.4,General health,3,2114.0
170640,Female,30,4.8,General health,1,1868.0
296582,Male,31,5.8,General health,4,1960.0
844086,Male,24,6.1,Endurance training,3,
500573,Female,28,5.1,Build muscle,0,2875.0
525695,Male,38,5.6,Build muscle,3,2705.0
161476,Female,27,4.9,Build muscle,1,2644.0
406955,Male,27,3.7,Flexibility,1,2068.0
267280,Other,31,5.8,Endurance training,3,
775510,Male,32,6.1,General health,5,2184.0
695468,Male,33,5.6,Build muscle,4,2768.0
798646,Female,26,5.4,General health,1,2253.0
737144,Male,22,6.8,Build muscle,1,2686.0
954882,Other,34,5.8999999999999995,Build muscle,1,2505.0
514568,Female,30,6.1000000000000005,Build muscle,1,2852.0
286141,Female,26,6.0,Fat loss,1,1849.0
998320,Female,22,8.8,Fat loss,4,1609.0
734736,Other,23,5.6,General health,1,2282.0
638685,Female,27,6.7,Build muscle,5,2906.0
278031,Female,25,6.5,Fat loss,1,1637.0
219180,Female,29,6.2,Fat loss,1,1550.0
166234,Male,23,5.2,Build muscle,1,2902.0
664242,Male,21,8.3,General health,5,2362.0
278352,Female,33,4.1,General health,1,2275.0
179459,Male,29,4.0,General health,1,1886.0
509995,Male,25,6.6,General health,5,1867.0
295004,Male,18,8.6,General health,6,2395.0
566152,Male,37,4.7,Build muscle,1,2966.0
825256,Female,25,6.1,General health,3,1841.0
159163,Female,19,7.300000000000001,Build muscle,4,2718.0
575853,Male,26,6.0,Build muscle,3,2556.0
151934,Male,27,7.6,Build muscle,4,2725.0
820255,Female,30,3.8,General health,1,1995.0
525523,Male,30,4.3,General health,1,2477.0
940530,Female,29,4.7,Build muscle,0,2561.0
554137,Male,25,5.2,General health,3,2062.0
105486,Male,23,6.1,Flexibility,4,1611.0
239407,Other,26,7.1000000000000005,Build muscle,4,2752.0
973332,Male,33,4.8,Build muscle,1,
750308,Female,31,6.6,General health,4,1977.0
727083,Female,26,7.1,Build muscle,5,2935.0
320184,Male,25,6.3,Endurance training,4,2025.0
766490,Female,22,5.699999999999999,Build muscle,1,2909.0
449652,Other,31,5.5,Fat loss,0,1745.0
861315,Male,28,4.2,General health,2,2330.0
742612,Female,20,4.0,Endurance training,0,2264.0
422710,Female,26,3.8,General health,1,2116.0
297775,Female,26,3.6,General health,1,2331.0
389336,Female,27,7.5,General health,5,1905.0
887494,Male,31,5.6,Endurance training,4,2236.0
708364,Female,27,4.4,Build muscle,1,2805.0
189780,Female,26,8.4,Fat loss,4,1963.0
252617,Female,29,5.1000000000000005,Build muscle,1,2745.0
645977,Female,18,6.8,General health,4,1880.0
897606,Female,33,6.3,Build muscle,4,2649.0
450605,Male,31,6.6,Fat loss,3,1896.0
989465,Female,21,6.5,Build muscle,1,2895.0
633636,Female,26,6.2,General health,4,2321.0
138102,Female,26,5.1,General health,4,2063.0
174460,Female,33,4.6,Build muscle,1,2648.0
464778,Male,33,7.4,General health,5,2073.0
189930,Male,26,5.1,Build muscle,1,2693.0
631089,Male,27,6.1,Fat loss,3,1931.0
727438,Male,26,5.1,General health,4,1971.0
827627,Female,19,5.699999999999999,Build muscle,1,2764.0
279208,Female,32,5.3,Flexibility,4,1525.0
254697,Female,32,5.5,Build muscle,1,2968.0
313945,Male,28,4.8,Build muscle,0,2849.0
331915,Female,25,4.5,Flexibility,1,1975.0
827952,Male,18,6.8,Build muscle,2,2855.0
308124,Male,36,,Flexibility,1,1525.0
537477,Female,24,7.5,Flexibility,4,1533.0
625830,Female,27,,Build muscle,3,2763.0
383821,Male,37,5.1,Fat loss,0,1637.0
277804,Male,25,4.5,Build muscle,0,2803.0
805703,Male,18,6.300000000000001,Fat loss,1,1682.0
139081,Male,31,,Build muscle,3,2862.0
818216,Female,20,6.1000000000000005,Build muscle,2,2741.0
455249,Male,28,5.8999999999999995,Build muscle,1,2553.0
319930,Male,25,6.2,Fat loss,3,1961.0
905497,Male,29,,Flexibility,3,1667.0
617313,Male,26,6.1,General health,3,2430.0
314532,Male,27,,General health,4,2454.0
712380,Male,26,7.0,Fat loss,4,1580.0
619332,Male,27,6.4,General health,4,2206.0
416837,Male,33,6.2,Build muscle,5,2561.0
389106,Female,34,6.2,General health,5,1845.0
128295,Male,36,4.3,Flexibility,0,2098.0
113807,Other,18,5.7,Build muscle,1,2598.0
535564,Male,44,3.8,Endurance training,0,2294.0
257504,Female,28,6.6,General health,4,
338067,Female,32,5.8,Flexibility,2,1975.0
585008,Female,22,6.5,General health,1,2391.0
792440,Female,28,4.3,Build muscle,1,2515.0
494540,Male,38,5.2,Build muscle,1,2859.0
977699,Male,30,7.0,Build muscle,5,2986.0
617923,Male,21,5.7,General health,1,2301.0
266981,Female,26,5.1,Build muscle,0,2640.0
844699,Male,35,3.9,General health,1,2419.0
119870,Male,28,7.5,Build muscle,5,2802.0
303196,Female,29,5.6,Build muscle,1,2764.0
348683,Female,31,7.699999999999999,Fat loss,4,1946.0
334677,Female,28,5.7,General health,3,2089.0
126790,Female,18,7.1000000000000005,Build muscle,2,2708.0
743162,Other,36,4.800000000000001,Fat loss,1,1974.0
911721,Male,23,7.2,Fat loss,1,1912.0
548345,Male,28,7.3,Build muscle,4,2664.0
849074,Male,25,5.0,Build muscle,1,2926.0
587462,Male,34,4.6,General health,3,
639773,Female,22,7.7,Fat loss,2,1819.0
930914,Male,30,,Build muscle,4,2651.0
186188,Female,32,5.7,General health,3,2089.0
629036,Male,25,6.7,Flexibility,4,1931.0
842129,Female,25,5.9,Endurance training,4,2267.0
764795,Female,35,5.6,Fat loss,3,1650.0
890141,Male,28,4.0,General health,0,2054.0
748249,Male,26,7.4,Flexibility,5,1852.0
130355,Male,27,4.9,General health,1,2176.0
811131,Male,38,6.8,Fat loss,5,1640.0
551015,Male,26,6.8,Fat loss,1,1842.0
506332,Male,20,7.2,General health,4,2157.0
256542,Male,21,7.8,Build muscle,4,2595.0
273416,Female,29,7.0,Fat loss,1,1928.0
405062,Female,25,4.0,General health,1,2169.0
938656,Female,32,4.9,Endurance training,1,2226.0
663586,Male,19,5.9,Fat loss,1,1692.0
601708,Female,30,4.4,Endurance training,2,2302.0
966651,Male,21,5.6000000000000005,Build muscle,1,2813.0
161629,Male,32,5.8,Fat loss,1,1992.0
428184,Female,24,5.5,General health,1,2188.0
592734,Male,25,4.5,Build muscle,1,2876.0
855195,Female,23,6.4,Build muscle,1,
390160,Female,22,6.1,Flexibility,3,1617.0
648248,Male,30,,Build muscle,5,2504.0
920023,Male,18,6.9,Build muscle,1,2943.0
313920,Male,28,4.3,Flexibility,2,1851.0
989765,Female,37,5.9,General health,3,2332.0
342804,Male,27,4.9,Endurance training,3,2151.0
476965,Male,29,6.4,General health,5,2439.0
560857,Male,30,6.0,Build muscle,4,2623.0
922827,Female,20,6.8,General health,5,2457.0
604492,Male,20,8.2,Fat loss,1,1776.0
753983,Male,26,5.9,General health,4,2193.0
515916,Female,32,7.1,Fat loss,2,1651.0
921052,Female,31,6.1,Endurance training,3,2359.0
858574,Male,34,8.2,Fat loss,5,1610.0
228148,Male,31,7.8,Fat loss,4,1968.0
906991,Male,27,6.0,General health,4,2427.0
586261,Female,35,5.4,Endurance training,3,2187.0
455540,Male,28,5.6,Endurance training,2,
292714,Male,25,7.699999999999999,Fat loss,3,1750.0
831899,Female,35,5.4,Fat loss,1,
383876,Female,31,6.9,General health,4,1949.0
359747,Male,27,5.0,General health,1,
715650,Female,28,6.1,Endurance training,3,2161.0
523570,Female,29,3.6,Flexibility,1,1619.0
375987,Male,18,5.9,General health,2,2381.0
738353,Male,22,8.6,Fat loss,3,1911.0
958158,Other,28,3.6,Endurance training,1,2350.0
117640,Male,24,5.7,Flexibility,0,1598.0
152528,Male,32,,Endurance training,4,2166.0
924845,Male,30,3.9,General health,1,2462.0
359214,Female,31,5.1,Endurance training,3,2325.0
939070,Male,25,6.6,Fat loss,3,1963.0
601108,Male,27,4.7,Build muscle,2,2501.0
734421,Male,31,6.199999999999999,Fat loss,1,1651.0
468501,Male,29,6.0,Flexibility,5,1900.0
824226,Female,30,4.4,Endurance training,1,2364.0
250159,Female,31,5.8,Fat loss,0,1564.0
272502,Male,29,5.4,Flexibility,3,
255576,Male,31,8.7,Fat loss,5,1568.0
965291,Female,24,,Fat loss,5,1620.0
986089,Male,22,5.9,General health,2,2420.0
111023,Male,30,3.8,General health,0,2046.0
645735,Other,22,7.8,Build muscle,3,2933.0
488043,Female,28,5.5,Fat loss,1,1592.0
386103,Male,22,6.6,Fat loss,1,1767.0
166203,Male,33,6.6,Build muscle,4,2602.0
260775,Male,36,5.5,Fat loss,1,1930.0
109337,Male,24,9.0,Fat loss,4,1950.0
670715,Male,26,5.5,Build muscle,1,2611.0
614723,Male,23,8.3,Fat loss,4,1820.0
423673,Male,24,6.0,Build muscle,2,2910.0
464167,Female,24,8.2,Fat loss,4,1803.0
446809,Female,29,5.9,General health,3,1861.0
730075,Male,29,5.1,General health,1,2099.0
787281,Male,24,6.2,Build muscle,0,2902.0
395451,Female,28,6.3,Build muscle,3,2942.0
520571,Male,25,6.1000000000000005,Build muscle,1,2635.0
227016,Male,24,8.0,Fat loss,1,1554.0
891267,Other,30,6.8,Build muscle,4,2607.0
644447,Male,25,4.9,Fat loss,1,1802.0
597562,Female,32,4.8,Build muscle,1,2757.0
802965,Other,20,5.3,General health,1,2052.0
483934,Male,33,6.9,Build muscle,4,2721.0
992048,Male,26,4.9,Build muscle,1,2977.0
965184,Male,21,6.8,General health,5,2168.0
417428,Female,30,,Build muscle,5,2666.0
419187,Female,24,6.5,Build muscle,1,2928.0
790907,Female,36,6.9,Fat loss,4,1659.0
983439,Male,35,5.2,Fat loss,1,1948.0
182844,Female,23,6.5,General health,5,1965.0
651820,Female,24,7.5,Build muscle,5,2704.0
265421,Female,26,5.7,Fat loss,1,1766.0
222402,Female,23,7.199999999999999,Build muscle,4,2637.0
218012,Female,33,4.7,Build muscle,1,2867.0
538661,Female,31,5.1,General health,4,2242.0
498929,Female,24,8.2,General health,5,2366.0
680466,Male,26,7.5,Build muscle,4,2903.0
673695,Male,37,5.4,Fat loss,1,1708.0
563556,Female,21,,Build muscle,4,2516.0
675278,Male,20,8.0,General health,7,1867.0
229473,Female,38,5.2,Build muscle,2,2632.0
578007,Other,31,,Build muscle,4,2687.0
944573,Female,28,6.5,Fat loss,1,1906.0
517009,Male,25,6.300000000000001,Fat loss,1,1929.0
418714,Male,22,9.8,Fat loss,5,1807.0
326156,Male,28,6.0,Build muscle,4,2637.0
268964,Female,34,6.9,Build muscle,4,
625303,Female,30,5.4,Fat loss,1,1911.0
161813,Female,18,7.8,Build muscle,4,2596.0
127712,Male,32,4.2,General health,1,2482.0
724785,Female,18,9.4,Build muscle,5,2653.0
867214,Female,19,6.8,Fat loss,1,1682.0
212816,Male,32,7.5,Endurance training,5,2241.0
228778,Female,29,6.2,Build muscle,4,2803.0
686580,Male,32,6.0,Endurance training,4,2284.0
385977,Male,28,4.1,General health,1,1826.0
235230,Female,26,,Build muscle,1,2901.0
818040,Male,23,6.6,Flexibility,4,1859.0
906741,Female,20,7.1000000000000005,Fat loss,2,1559.0
369114,Female,27,7.6000000000000005,Build muscle,4,2701.0
434618,Female,20,6.4,Fat loss,1,1749.0
932972,Male,35,5.8,Build muscle,1,2861.0
251456,Male,32,3.0,General health,0,2380.0
904449,Female,18,5.0,General health,1,2169.0
962312,Male,21,5.9,General health,0,2332.0
205570,Male,25,5.9,Flexibility,2,1651.0
370846,Male,28,6.9,General health,5,1901.0
100404,Female,20,5.5,Endurance training,0,2386.0
803286,Male,31,5.0,Build muscle,2,2987.0
374907,Female,23,6.2,Fat loss,1,1594.0
773744,Female,18,,Build muscle,2,2945.0
815460,Male,24,6.9,General health,4,2028.0
984574,Male,29,8.100000000000001,Fat loss,4,1624.0
765220,Other,33,6.5,Build muscle,1,2757.0
335365,Female,23,7.699999999999999,Build muscle,4,2821.0
442786,Female,31,6.8,Build muscle,5,2986.0
150612,Female,30,5.9,Fat loss,2,1868.0
910006,Male,22,7.6000000000000005,Fat loss,1,1925.0
909956,Male,37,5.0,Endurance training,1,2235.0
300244,Male,24,,Fat loss,1,1661.0
897348,Male,26,5.8,Endurance training,2,2041.0
104809,Male,27,5.7,Build muscle,3,2775.0
263273,Male,23,8.7,Build muscle,5,2852.0
808690,Male,24,7.2,Fat loss,1,1567.0
244528,Female,21,8.5,Fat loss,4,1672.0
606964,Female,27,5.5,Build muscle,0,2991.0
549613,Male,19,7.4,Build muscle,2,2830.0
138765,Female,42,5.9,Build muscle,5,2624.0
931538,Male,24,,Fat loss,1,1669.0
416076,Female,25,5.7,Build muscle,4,2546.0
943523,Male,23,7.6,Endurance training,4,2260.0
646237,Other,24,7.9,General health,5,2016.0
301152,Female,32,5.8,Build muscle,1,2804.0
399888,Male,26,5.0,Flexibility,4,1623.0
800903,Male,29,,Fat loss,0,1792.0
994751,Male,38,,Endurance training,1,2161.0
192193,Male,19,6.1,Endurance training,3,2200.0
136187,Male,27,6.3,Endurance training,6,2453.0
605950,Female,23,9.3,Fat loss,4,1901.0
238311,Male,28,8.4,Fat loss,4,1961.0
900921,Female,30,5.7,Build muscle,1,2774.0
608153,Female,24,8.0,Build muscle,4,2705.0
289089,Male,22,6.4,Build muscle,1,2539.0
686165,Female,32,,Build muscle,1,2772.0
536341,Male,20,5.7,Build muscle,1,2687.0
412066,Female,29,4.5,Build muscle,1,2854.0
718362,Male,22,7.3,General health,5,1892.0
787409,Other,26,6.3,General health,5,1841.0
661419,Female,22,5.4,Flexibility,0,1964.0
740053,Male,34,4.7,Fat loss,0,1878.0
960395,Male,27,6.0,General health,3,1906.0
731172,Female,32,4.7,General health,0,2127.0
225917,Female,28,6.699999999999999,Fat loss,3,1564.0
910717,Male,32,5.7,Build muscle,1,2864.0
399770,Male,30,4.5,Flexibility,1,1983.0
798168,Female,32,6.5,Fat loss,1,1634.0
581680,Male,21,7.699999999999999,Fat loss,1,1993.0
381342,Female,18,7.2,Build muscle,4,2888.0
639542,Male,24,6.3999999999999995,Build muscle,2,2523.0
144238,Male,23,8.0,General health,7,2339.0
101252,Female,22,6.2,Endurance training,1,2061.0
926196,Male,32,5.9,Build muscle,4,2990.0
964141,Male,23,5.5,Build muscle,1,2772.0
585450,Male,25,5.4,Fat loss,2,1728.0
415826,Male,27,7.4,Fat loss,2,1519.0
421638,Female,31,6.6,Build muscle,5,2502.0
705605,Male,27,,General health,4,2220.0
427359,Female,19,7.1000000000000005,Build muscle,1,2717.0
702875,Female,21,6.3,Build muscle,1,2898.0
106949,Female,24,6.2,Endurance training,1,2306.0
863185,Male,18,6.2,Build muscle,3,2931.0
417537,Male,22,6.3,General health,1,1935.0
828913,Female,29,4.5,General health,0,2314.0
762301,Female,23,7.1,General health,4,1992.0
650222,Female,31,,Build muscle,1,2572.0
880722,Male,27,5.3,Build muscle,1,
555102,Male,28,6.7,Build muscle,4,2860.0
437889,Female,22,8.4,Fat loss,3,1617.0
576467,Female,35,5.4,General health,3,2465.0
456600,Female,31,4.3,General health,1,2008.0
415557,Female,25,6.4,General health,4,1833.0
983671,Female,28,5.5,Flexibility,4,2148.0
404462,Male,32,4.8,General health,1,2117.0
350875,Male,24,7.0,Build muscle,1,2619.0
563389,Male,20,8.8,Build muscle,4,2614.0
170390,Male,29,3.7,Endurance training,1,2012.0
807689,Female,32,5.5,Build muscle,2,2568.0
353490,Male,28,7.4,Build muscle,4,2924.0
